repeat,window_id,seed,scenario,block_position,missing_rate,method,mae,rmse,r2,number_of_missing_values,number_of_evaluated_values
10,10,79232,random,none,0.20,adaptive_imputation,0.077302,0.127617,0.999052,202,202
11,11,87151,random,none,0.20,forward_fill,0.229059,0.309860,0.996039,202,202
11,11,87151,random,none,0.20,linear_interpolation,0.096749,0.138106,0.999213,202,202
11,11,87151,random,none,0.20,time_interpolation,0.096749,0.138106,0.999213,202,202
11,11,87151,random,none,0.20,cubic_interpolation,0.089261,0.132213,0.999279,202,202
11,11,87151,random,none,0.20,spline_interpolation,0.089055,0.132121,0.999280,202,202
11,11,87151,random,none,0.20,moving_average,0.247581,0.343712,0.995126,202,202
11,11,87151,random,none,0.20,knn,0.096749,0.138106,0.999213,202,202
11,11,87151,random,none,0.20,knn_upgraded,0.108798,0.154140,0.999020,202,202
11,11,87151,random,none,0.20,decision_tree,0.106111,0.152605,0.999039,202,202
11,11,87151,random,none,0.20,random_forest,0.097572,0.135793,0.999239,202,202
11,11,87151,random,none,0.20,neural_net,0.115103,0.161294,0.998927,202,202
11,11,87151,random,none,0.20,adaptive_imputation,0.089055,0.132121,0.999280,202,202
12,12,95070,random,none,0.20,forward_fill,0.133713,0.204918,0.993044,202,202
12,12,95070,random,none,0.20,linear_interpolation,0.053271,0.086581,0.998758,202,202
12,12,95070,random,none,0.20,time_interpolation,0.053271,0.086581,0.998758,202,202
12,12,95070,random,none,0.20,cubic_interpolation,0.049701,0.074596,0.999078,202,202
12,12,95070,random,none,0.20,spline_interpolation,0.049718,0.074606,0.999078,202,202
12,12,95070,random,none,0.20,moving_average,0.118124,0.172795,0.995054,202,202
12,12,95070,random,none,0.20,knn,0.053271,0.086581,0.998758,202,202
12,12,95070,random,none,0.20,knn_upgraded,0.065645,0.096937,0.998443,202,202
12,12,95070,random,none,0.20,decision_tree,0.056497,0.092106,0.998595,202,202
12,12,95070,random,none,0.20,random_forest,0.052634,0.082796,0.998864,202,202
12,12,95070,random,none,0.20,neural_net,0.061951,0.096145,0.998469,202,202
12,12,95070,random,none,0.20,adaptive_imputation,0.049718,0.074606,0.999078,202,202
13,13,102989,random,none,0.20,forward_fill,0.238812,0.324739,0.991794,202,202
13,13,102989,random,none,0.20,linear_interpolation,0.120985,0.195973,0.997012,202,202
13,13,102989,random,none,0.20,time_interpolation,0.120985,0.195973,0.997012,202,202
13,13,102989,random,none,0.20,cubic_interpolation,0.106601,0.180982,0.997451,202,202
13,13,102989,random,none,0.20,spline_interpolation,0.106600,0.180982,0.997451,202,202
13,13,102989,random,none,0.20,moving_average,0.219621,0.291815,0.993374,202,202
13,13,102989,random,none,0.20,knn,0.120985,0.195973,0.997012,202,202
13,13,102989,random,none,0.20,knn_upgraded,0.128487,0.207700,0.996643,202,202
13,13,102989,random,none,0.20,decision_tree,0.131815,0.201626,0.996837,202,202
13,13,102989,random,none,0.20,random_forest,0.117881,0.188707,0.997229,202,202
13,13,102989,random,none,0.20,neural_net,0.125912,0.198402,0.996937,202,202
13,13,102989,random,none,0.20,adaptive_imputation,0.106600,0.180982,0.997451,202,202
14,14,110908,random,none,0.20,forward_fill,0.110891,0.210250,0.987979,202,202
14,14,110908,random,none,0.20,linear_interpolation,0.055769,0.098031,0.997387,202,202
14,14,110908,random,none,0.20,time_interpolation,0.055769,0.098031,0.997387,202,202
14,14,110908,random,none,0.20,cubic_interpolation,0.060091,0.107510,0.996857,202,202
14,14,110908,random,none,0.20,spline_interpolation,0.060092,0.107511,0.996857,202,202
14,14,110908,random,none,0.20,moving_average,0.107260,0.180325,0.991157,202,202
14,14,110908,random,none,0.20,knn,0.055769,0.098031,0.997387,202,202
14,14,110908,random,none,0.20,knn_upgraded,0.060688,0.100685,0.997243,202,202
14,14,110908,random,none,0.20,decision_tree,0.059787,0.110723,0.996666,202,202
14,14,110908,random,none,0.20,random_forest,0.055695,0.096027,0.997492,202,202
14,14,110908,random,none,0.20,neural_net,0.066898,0.113796,0.996479,202,202
14,14,110908,random,none,0.20,adaptive_imputation,0.060092,0.107511,0.996857,202,202
15,15,118827,random,none,0.20,forward_fill,0.284505,0.409199,0.995190,202,202
15,15,118827,random,none,0.20,linear_interpolation,0.108152,0.142221,0.999419,202,202
15,15,118827,random,none,0.20,time_interpolation,0.108152,0.142221,0.999419,202,202
15,15,118827,random,none,0.20,cubic_interpolation,0.102817,0.134671,0.999479,202,202
15,15,118827,random,none,0.20,spline_interpolation,0.102808,0.134660,0.999479,202,202
15,15,118827,random,none,0.20,moving_average,0.231946,0.320461,0.997050,202,202
15,15,118827,random,none,0.20,knn,0.108152,0.142221,0.999419,202,202
15,15,118827,random,none,0.20,knn_upgraded,0.111497,0.146164,0.999386,202,202
15,15,118827,random,none,0.20,decision_tree,0.116947,0.155042,0.999310,202,202
15,15,118827,random,none,0.20,random_forest,0.108206,0.139790,0.999439,202,202
15,15,118827,random,none,0.20,neural_net,0.132274,0.176240,0.999108,202,202
15,15,118827,random,none,0.20,adaptive_imputation,0.102808,0.134660,0.999479,202,202
16,16,126746,random,none,0.20,forward_fill,0.201832,0.301188,0.986627,202,202
16,16,126746,random,none,0.20,linear_interpolation,0.090551,0.123413,0.997755,202,202
16,16,126746,random,none,0.20,time_interpolation,0.090551,0.123413,0.997755,202,202
16,16,126746,random,none,0.20,cubic_interpolation,0.084689,0.119688,0.997888,202,202
16,16,126746,random,none,0.20,spline_interpolation,0.084688,0.119687,0.997888,202,202
16,16,126746,random,none,0.20,moving_average,0.210298,0.305781,0.986216,202,202
16,16,126746,random,none,0.20,knn,0.090551,0.123413,0.997755,202,202
16,16,126746,random,none,0.20,knn_upgraded,0.099134,0.137465,0.997214,202,202
16,16,126746,random,none,0.20,decision_tree,0.095060,0.130075,0.997506,202,202
16,16,126746,random,none,0.20,random_forest,0.089490,0.122162,0.997800,202,202
16,16,126746,random,none,0.20,neural_net,0.103806,0.138500,0.997172,202,202
16,16,126746,random,none,0.20,adaptive_imputation,0.084688,0.119687,0.997888,202,202
17,17,134665,random,none,0.20,forward_fill,0.144851,0.214354,0.997767,202,202
17,17,134665,random,none,0.20,linear_interpolation,0.068305,0.103708,0.999477,202,202
17,17,134665,random,none,0.20,time_interpolation,0.068305,0.103708,0.999477,202,202
17,17,134665,random,none,0.20,cubic_interpolation,0.058024,0.089122,0.999614,202,202
17,17,134665,random,none,0.20,spline_interpolation,0.058030,0.089123,0.999614,202,202
17,17,134665,random,none,0.20,moving_average,0.157323,0.238226,0.997242,202,202
17,17,134665,random,none,0.20,knn,0.068305,0.103708,0.999477,202,202
17,17,134665,random,none,0.20,knn_upgraded,0.082468,0.127174,0.999214,202,202
17,17,134665,random,none,0.20,decision_tree,0.070895,0.099912,0.999515,202,202
17,17,134665,random,none,0.20,random_forest,0.068163,0.104534,0.999469,202,202
17,17,134665,random,none,0.20,neural_net,0.072596,0.109088,0.999422,202,202
17,17,134665,random,none,0.20,adaptive_imputation,0.058030,0.089123,0.999614,202,202
18,18,142584,random,none,0.20,forward_fill,0.232673,0.327101,0.990905,202,202
18,18,142584,random,none,0.20,linear_interpolation,0.104505,0.157741,0.997885,202,202
18,18,142584,random,none,0.20,time_interpolation,0.104505,0.157741,0.997885,202,202
18,18,142584,random,none,0.20,cubic_interpolation,0.102517,0.160818,0.997802,202,202
18,18,142584,random,none,0.20,spline_interpolation,0.102516,0.160815,0.997802,202,202
18,18,142584,random,none,0.20,moving_average,0.246440,0.356176,0.989216,202,202
18,18,142584,random,none,0.20,knn,0.104505,0.157741,0.997885,202,202
18,18,142584,random,none,0.20,knn_upgraded,0.116816,0.172401,0.997474,202,202
18,18,142584,random,none,0.20,decision_tree,0.119418,0.182641,0.997164,202,202
18,18,142584,random,none,0.20,random_forest,0.107234,0.160252,0.997817,202,202
18,18,142584,random,none,0.20,neural_net,0.122091,0.196246,0.996726,202,202
18,18,142584,random,none,0.20,adaptive_imputation,0.102516,0.160815,0.997802,202,202
19,19,150503,random,none,0.20,forward_fill,0.123762,0.219809,0.997265,202,202
19,19,150503,random,none,0.20,linear_interpolation,0.050454,0.080303,0.999635,202,202
19,19,150503,random,none,0.20,time_interpolation,0.050454,0.080303,0.999635,202,202
19,19,150503,random,none,0.20,cubic_interpolation,0.046844,0.077408,0.999661,202,202
19,19,150503,random,none,0.20,spline_interpolation,0.046617,0.075826,0.999675,202,202
19,19,150503,random,none,0.20,moving_average,0.140714,0.241401,0.996701,202,202
19,19,150503,random,none,0.20,knn,0.050454,0.080303,0.999635,202,202
19,19,150503,random,none,0.20,knn_upgraded,0.060371,0.090514,0.999536,202,202
19,19,150503,random,none,0.20,decision_tree,0.055898,0.095434,0.999484,202,202
19,19,150503,random,none,0.20,random_forest,0.050066,0.076171,0.999672,202,202
19,19,150503,random,none,0.20,neural_net,0.066387,0.099503,0.999440,202,202
19,19,150503,random,none,0.20,adaptive_imputation,0.046617,0.075826,0.999675,202,202
0,0,42,random,none,0.30,forward_fill,0.182020,0.298881,0.997527,302,302
0,0,42,random,none,0.30,linear_interpolation,0.083355,0.140089,0.999457,302,302
0,0,42,random,none,0.30,time_interpolation,0.083355,0.140089,0.999457,302,302
0,0,42,random,none,0.30,cubic_interpolation,0.087940,0.178861,0.999115,302,302
0,0,42,random,none,0.30,spline_interpolation,0.087927,0.178875,0.999114,302,302
0,0,42,random,none,0.30,moving_average,0.198613,0.320725,0.997153,302,302
0,0,42,random,none,0.30,knn,0.083355,0.140089,0.999457,302,302
0,0,42,random,none,0.30,knn_upgraded,0.101496,0.159801,0.999293,302,302
0,0,42,random,none,0.30,decision_tree,0.093014,0.149362,0.999383,302,302
0,0,42,random,none,0.30,random_forest,0.083977,0.136783,0.999482,302,302
0,0,42,random,none,0.30,neural_net,0.095012,0.152418,0.999357,302,302
0,0,42,random,none,0.30,adaptive_imputation,0.083355,0.140089,0.999457,302,302
1,1,7961,random,none,0.30,forward_fill,0.242914,0.344996,0.990372,302,302
1,1,7961,random,none,0.30,linear_interpolation,0.125760,0.184519,0.997246,302,302
1,1,7961,random,none,0.30,time_interpolation,0.125760,0.184519,0.997246,302,302
1,1,7961,random,none,0.30,cubic_interpolation,0.121892,0.182757,0.997298,302,302
1,1,7961,random,none,0.30,spline_interpolation,0.121881,0.182751,0.997298,302,302
1,1,7961,random,none,0.30,moving_average,0.243399,0.345710,0.990333,302,302
1,1,7961,random,none,0.30,knn,0.125760,0.184519,0.997246,302,302
1,1,7961,random,none,0.30,knn_upgraded,0.146762,0.210557,0.996414,302,302
1,1,7961,random,none,0.30,decision_tree,0.136643,0.195262,0.996916,302,302
1,1,7961,random,none,0.30,random_forest,0.126323,0.184140,0.997257,302,302
1,1,7961,random,none,0.30,neural_net,0.143933,0.208401,0.996487,302,302
1,1,7961,random,none,0.30,adaptive_imputation,0.125760,0.184519,0.997246,302,302
2,2,15880,random,none,0.30,forward_fill,0.161391,0.245268,0.984835,302,302
2,2,15880,random,none,0.30,linear_interpolation,0.081677,0.127518,0.995901,302,302
2,2,15880,random,none,0.30,time_interpolation,0.081677,0.127518,0.995901,302,302
2,2,15880,random,none,0.30,cubic_interpolation,0.069903,0.108914,0.997010,302,302
2,2,15880,random,none,0.30,spline_interpolation,0.069907,0.108918,0.997009,302,302
2,2,15880,random,none,0.30,moving_average,0.167805,0.260562,0.982884,302,302
2,2,15880,random,none,0.30,knn,0.081677,0.127518,0.995901,302,302
2,2,15880,random,none,0.30,knn_upgraded,0.097266,0.144625,0.994727,302,302
2,2,15880,random,none,0.30,decision_tree,0.093768,0.152031,0.994173,302,302
2,2,15880,random,none,0.30,random_forest,0.081480,0.127421,0.995907,302,302
2,2,15880,random,none,0.30,neural_net,0.095180,0.150687,0.994276,302,302
2,2,15880,random,none,0.30,adaptive_imputation,0.081677,0.127518,0.995901,302,302
3,3,23799,random,none,0.30,forward_fill,0.228046,0.335034,0.994125,302,302
3,3,23799,random,none,0.30,linear_interpolation,0.090636,0.147954,0.998854,302,302
3,3,23799,random,none,0.30,time_interpolation,0.090636,0.147954,0.998854,302,302
3,3,23799,random,none,0.30,cubic_interpolation,0.077110,0.127101,0.999154,302,302
3,3,23799,random,none,0.30,spline_interpolation,0.077104,0.127100,0.999154,302,302
3,3,23799,random,none,0.30,moving_average,0.227910,0.337116,0.994052,302,302
3,3,23799,random,none,0.30,knn,0.090636,0.147954,0.998854,302,302
3,3,23799,random,none,0.30,knn_upgraded,0.115919,0.185185,0.998205,302,302
3,3,23799,random,none,0.30,decision_tree,0.098882,0.158842,0.998679,302,302
3,3,23799,random,none,0.30,random_forest,0.093053,0.151108,0.998805,302,302
3,3,23799,random,none,0.30,neural_net,0.116711,0.178832,0.998326,302,302
3,3,23799,random,none,0.30,adaptive_imputation,0.090636,0.147954,0.998854,302,302
4,4,31718,random,none,0.30,forward_fill,0.226126,0.336904,0.990876,302,302
4,4,31718,random,none,0.30,linear_interpolation,0.094917,0.138314,0.998462,302,302
4,4,31718,random,none,0.30,time_interpolation,0.094917,0.138314,0.998462,302,302
4,4,31718,random,none,0.30,cubic_interpolation,0.099784,0.153918,0.998096,302,302
4,4,31718,random,none,0.30,spline_interpolation,0.099875,0.154016,0.998093,302,302
4,4,31718,random,none,0.30,moving_average,0.196050,0.281259,0.993641,302,302
4,4,31718,random,none,0.30,knn,0.094917,0.138314,0.998462,302,302
4,4,31718,random,none,0.30,knn_upgraded,0.108626,0.188508,0.997144,302,302
4,4,31718,random,none,0.30,decision_tree,0.102592,0.150216,0.998186,302,302
4,4,31718,random,none,0.30,random_forest,0.100372,0.147861,0.998243,302,302
4,4,31718,random,none,0.30,neural_net,0.119351,0.172096,0.997619,302,302
4,4,31718,random,none,0.30,adaptive_imputation,0.094917,0.138314,0.998462,302,302
5,5,39637,random,none,0.30,forward_fill,0.219570,0.325172,0.994994,302,302
5,5,39637,random,none,0.30,linear_interpolation,0.099406,0.153869,0.998879,302,302
5,5,39637,random,none,0.30,time_interpolation,0.099406,0.153869,0.998879,302,302
5,5,39637,random,none,0.30,cubic_interpolation,0.085296,0.126377,0.999244,302,302
5,5,39637,random,none,0.30,spline_interpolation,0.085333,0.126392,0.999244,302,302
5,5,39637,random,none,0.30,moving_average,0.243972,0.347691,0.994276,302,302
5,5,39637,random,none,0.30,knn,0.099406,0.153869,0.998879,302,302
5,5,39637,random,none,0.30,knn_upgraded,0.110742,0.161135,0.998771,302,302
5,5,39637,random,none,0.30,decision_tree,0.107904,0.160226,0.998785,302,302
5,5,39637,random,none,0.30,random_forest,0.098966,0.152127,0.998904,302,302
5,5,39637,random,none,0.30,neural_net,0.109519,0.157248,0.998829,302,302
5,5,39637,random,none,0.30,adaptive_imputation,0.099406,0.153869,0.998879,302,302
6,6,47556,random,none,0.30,forward_fill,0.252517,0.385549,0.991138,302,302
6,6,47556,random,none,0.30,linear_interpolation,0.137185,0.254620,0.996135,302,302
6,6,47556,random,none,0.30,time_interpolation,0.137185,0.254620,0.996135,302,302
6,6,47556,random,none,0.30,cubic_interpolation,0.132250,0.232120,0.996788,302,302
6,6,47556,random,none,0.30,spline_interpolation,0.132256,0.232120,0.996788,302,302
6,6,47556,random,none,0.30,moving_average,0.243937,0.371402,0.991777,302,302
6,6,47556,random,none,0.30,knn,0.137185,0.254620,0.996135,302,302
6,6,47556,random,none,0.30,knn_upgraded,0.152565,0.269938,0.995656,302,302
6,6,47556,random,none,0.30,decision_tree,0.141967,0.254036,0.996153,302,302
6,6,47556,random,none,0.30,random_forest,0.139026,0.256355,0.996082,302,302
6,6,47556,random,none,0.30,neural_net,0.158272,0.266047,0.995780,302,302
6,6,47556,random,none,0.30,adaptive_imputation,0.137185,0.254620,0.996135,302,302
7,7,55475,random,none,0.30,forward_fill,0.173510,0.260644,0.988052,302,302
7,7,55475,random,none,0.30,linear_interpolation,0.075541,0.111035,0.997832,302,302
7,7,55475,random,none,0.30,time_interpolation,0.075541,0.111035,0.997832,302,302
7,7,55475,random,none,0.30,cubic_interpolation,0.063841,0.095391,0.998400,302,302
7,7,55475,random,none,0.30,spline_interpolation,0.063867,0.095428,0.998398,302,302
7,7,55475,random,none,0.30,moving_average,0.199540,0.272882,0.986903,302,302
7,7,55475,random,none,0.30,knn,0.075541,0.111035,0.997832,302,302
7,7,55475,random,none,0.30,knn_upgraded,0.086314,0.124057,0.997293,302,302
7,7,55475,random,none,0.30,decision_tree,0.086167,0.121228,0.997415,302,302
7,7,55475,random,none,0.30,random_forest,0.073623,0.107389,0.997972,302,302
